epoch,relative_s,type,gimbal_0,gimbal_1,gimbal_2,gimbal_3,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16,channel_17,channel_18,channel_19,channel_20,channel_21,channel_22,channel_23,channel_24,channel_25,channel_26,channel_27,channel_28,channel_29,channel_30,channel_31,channel_32,elrs_timing_us,elrs_link_status,elrs_link_valid,elrs_seq,ext_sub_index,ext_descriptor,ext_value,idle
1776145583.566656,3.119997,channel,-2810,-2827,239,1000,29958,29941,33007,33768,32768,40893,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,19968,,,,,,,,False
1776145583.606656,3.159997,channel,-2950,-2861,319,1000,29818,29907,33087,33768,32768,41418,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,20224,,,,,,,,False
1776145583.646656,3.199997,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,261,True,15,,,,
1776145583.646656,3.199997,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,916,
1776145583.646656,3.199997,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,540,
1776145583.646656,3.199997,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,586,
1776145583.646656,3.199997,channel,-3082,-2891,399,1000,29686,29877,33167,33768,32768,41942,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,20480,,,,,,,,False
1776145583.686656,3.239997,channel,-3206,-2918,479,1000,29562,29850,33247,33768,32768,42466,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,20736,,,,,,,,False
1776145583.726656,3.279997,channel,-3322,-2941,559,1000,29446,29827,33327,33768,32768,42990,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,20992,,,,,,,,False
1776145583.766656,3.319997,channel,-3430,-2960,639,1000,29338,29808,33407,33768,32768,43515,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,21248,,,,,,,,False
1776145583.806656,3.359997,channel,-3529,-2976,719,1000,29239,29792,33487,33768,32768,44039,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,21504,,,,,,,,False
1776145583.846656,3.399997,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,248,True,16,,,,
1776145583.846656,3.399997,channel,-3619,-2987,799,1000,29149,29781,33567,33768,32768,44563,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,21760,,,,,,,,False
1776145583.886656,3.439997,channel,-3700,-2995,879,1000,29068,29773,33647,33768,32768,45088,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,22016,,,,,,,,False
1776145583.926656,3.479997,channel,-3771,-2999,959,1000,28997,29769,33727,33768,32768,45612,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,22272,,,,,,,,False
1776145583.966656,3.519997,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,759,
1776145583.966656,3.519997,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,501,
1776145583.966656,3.519997,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,701,
1776145583.966656,3.519997,channel,-3834,-2999,1039,1000,28934,29769,33807,33768,32768,46136,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,22528,,,,,,,,False
1776145584.006656,3.559997,channel,-3886,-2995,1119,1000,28882,29773,33887,33768,32768,46660,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,22784,,,,,,,,False
1776145584.046656,3.599997,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,233,True,17,,,,
1776145584.046656,3.599997,channel,-3929,-2987,1199,1000,28839,29781,33967,33768,32768,47185,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,23040,,,,,,,,False
1776145584.086656,3.639997,channel,-3961,-2976,1279,1000,28807,29792,34047,33768,32768,47709,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,23296,,,,,,,,False
1776145584.126656,3.679997,channel,-3984,-2960,1359,1000,28784,29808,34127,33768,32768,48233,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,23552,,,,,,,,False
1776145584.166656,3.719997,channel,-3997,-2941,1439,1000,28771,29827,34207,33768,32768,48757,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,23808,,,,,,,,False
1776145584.206656,3.759997,channel,-3999,-2918,1519,1000,28769,29850,34287,33768,32768,49282,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,24064,,,,,,,,False
1776145584.246655,3.799996,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,218,True,18,,,,
1776145584.246655,3.799996,channel,-3992,-2891,1599,1000,28776,29877,34367,33768,32768,49806,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,24320,,,,,,,,False
1776145584.286655,3.839996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,628,
1776145584.286655,3.839996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,517,
1776145584.286655,3.839996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,850,
1776145584.286655,3.839996,channel,-3974,-2861,1679,1000,28794,29907,34447,33768,32768,50330,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,24576,,,,,,,,False
1776145584.326655,3.879996,channel,-3946,-2827,1759,1000,28822,29941,34527,33768,32768,50855,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,24832,,,,,,,,False
1776145584.366655,3.919996,channel,-3909,-2789,1839,1000,28859,29979,34607,33768,32768,51379,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,25088,,,,,,,,False
1776145584.406655,3.959996,channel,-3861,-2747,1919,1000,28907,30021,34687,33768,32768,51903,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,25344,,,,,,,,False
1776145584.446655,3.999996,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,203,True,19,,,,
1776145584.446655,3.999996,channel,-3804,-2702,1999,1000,28964,30066,34767,33768,32768,52427,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,25600,,,,,,,,False
1776145584.486655,4.039996,channel,-3737,-2654,1920,-1000,29031,30114,34688,31768,65036,52952,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,25856,,,,,,,,False
1776145584.526655,4.079996,channel,-3660,-2602,1840,-1000,29108,30166,34608,31768,65036,53476,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,26112,,,,,,,,False
1776145584.566655,4.119996,channel,-3575,-2547,1760,-1000,29193,30221,34528,31768,65036,54000,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,26368,,,,,,,,False
1776145584.606655,4.159996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,539,
1776145584.606655,4.159996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,587,
1776145584.606655,4.159996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1015,
1776145584.606655,4.159996,channel,-3480,-2488,1680,-1000,29288,30280,34448,31768,65036,54525,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,26624,,,,,,,,False
1776145584.646655,4.199996,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,187,True,20,,,,
1776145584.646655,4.199996,channel,-3377,-2427,1600,-1000,29391,30341,34368,31768,65036,55049,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,26880,,,,,,,,False
1776145584.686655,4.239996,channel,-3265,-2362,1520,-1000,29503,30406,34288,31768,65036,55573,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,27136,,,,,,,,False
1776145584.726655,4.279996,channel,-3145,-2294,1440,-1000,29623,30474,34208,31768,65036,56097,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,27392,,,,,,,,False
1776145584.766655,4.319996,channel,-3017,-2223,1360,-1000,29751,30545,34128,31768,65036,56622,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,27648,,,,,,,,False
1776145584.806655,4.359996,channel,-2881,-2149,1280,-1000,29887,30619,34048,31768,65036,57146,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,27904,,,,,,,,False
1776145584.846655,4.399996,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,172,True,21,,,,
1776145584.846655,4.399996,channel,-2738,-2073,1200,-1000,30030,30695,33968,31768,65036,57670,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,28160,,,,,,,,False
1776145584.886655,4.439996,channel,-2588,-1994,1120,-1000,30180,30774,33888,31768,65036,58195,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,28416,,,,,,,,False
1776145584.926655,4.479996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,500,
1776145584.926655,4.479996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,703,
1776145584.926655,4.479996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1179,
1776145584.926655,4.479996,channel,-2431,-1912,1040,-1000,30337,30856,33808,31768,65036,58719,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,28672,,,,,,,,False
1776145584.966655,4.519996,channel,-2269,-1828,960,-1000,30499,30940,33728,31768,65036,59243,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,28928,,,,,,,,False
1776145585.006655,4.559996,channel,-2100,-1741,880,-1000,30668,31027,33648,31768,65036,59767,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,29184,,,,,,,,False
1776145585.046655,4.599996,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,157,True,22,,,,
1776145585.046655,4.599996,channel,-1927,-1652,800,-1000,30841,31116,33568,31768,65036,60292,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,29440,,,,,,,,False
1776145585.086655,4.639996,channel,-1748,-1561,720,-1000,31020,31207,33488,31768,65036,60816,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,29696,,,,,,,,False
1776145585.126655,4.679996,channel,-1565,-1468,640,-1000,31203,31300,33408,31768,65036,61340,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,29952,,,,,,,,False
1776145585.166655,4.719996,channel,-1378,-1373,560,-1000,31390,31395,33328,31768,65036,61864,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,30208,,,,,,,,False
1776145585.206655,4.759996,channel,-1188,-1277,480,-1000,31580,31491,33248,31768,65036,62389,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,30464,,,,,,,,False
1776145585.246655,4.799996,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,143,True,23,,,,
1776145585.246655,4.799996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,518,
1776145585.246655,4.799996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,852,
1776145585.246655,4.799996,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1322,
1776145585.246655,4.799996,channel,-994,-1179,400,-1000,31774,31589,33168,31768,65036,62913,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,30720,,,,,,,,False
1776145585.286654,4.839995,channel,-798,-1079,320,-1000,31970,31689,33088,31768,65036,63437,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,30976,,,,,,,,False
1776145585.326654,4.879995,channel,-600,-978,240,-1000,32168,31790,33008,31768,65036,63962,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,31232,,,,,,,,False
1776145585.366654,4.919995,channel,-401,-875,160,-1000,32367,31893,32928,31768,65036,64486,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,31488,,,,,,,,False
1776145585.406654,4.959995,channel,-201,-772,80,-1000,32567,31996,32848,31768,65036,65010,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,31744,,,,,,,,False
1776145585.446654,4.999995,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,131,True,24,,,,
1776145585.446654,4.999995,channel,0,-667,0,-1000,32768,32101,32768,31768,65036,65534,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32000,,,,,,,,False
